公投案,縣市,鄉鎮市區,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%)
第7案,屏東縣,竹田鄉,"6,113","1,793","7,906",867,"8,773","15,353",57.14%,39.82%
第7案,屏東縣,新埤鄉,"3,096",909,"4,005",465,"4,470","9,033",49.49%,34.27%
第7案,屏東縣,枋寮鄉,"7,667","2,168","9,835","1,370","11,205","21,394",52.37%,35.84%
第7案,屏東縣,新園鄉,"10,874","3,150","14,024","1,928","15,952","30,706",51.95%,35.41%
第7案,屏東縣,崁頂鄉,"4,496","1,231","5,727",563,"6,290","12,270",51.26%,36.64%
第7案,屏東縣,林邊鄉,"5,897","1,721","7,618",991,"8,609","15,691",54.87%,37.58%
第7案,屏東縣,南州鄉,"3,479",966,"4,445",493,"4,938","9,479",52.09%,36.7%
第7案,屏東縣,佳冬鄉,"5,700","1,644","7,344","1,050","8,394","17,063",49.19%,33.41%
第7案,屏東縣,琉球鄉,"3,306",726,"4,032",551,"4,583","10,706",42.81%,30.88%
第7案,屏東縣,車城鄉,"2,167",580,"2,747",279,"3,026","7,595",39.84%,28.53%
第7案,屏東縣,滿州鄉,"2,211",556,"2,767",240,"3,007","7,206",41.73%,30.68%
第7案,屏東縣,枋山鄉,"1,689",484,"2,173",236,"2,409","4,856",49.61%,34.78%
第7案,屏東縣,三地門鄉,"2,295",606,"2,901",279,"3,180","6,373",49.9%,36.01%
第7案,屏東縣,霧臺鄉,"1,151",301,"1,452",109,"1,561","2,950",52.92%,39.02%
第7案,屏東縣,瑪家鄉,"2,394",657,"3,051",223,"3,274","5,663",57.81%,42.27%
第7案,屏東縣,泰武鄉,"1,895",515,"2,410",287,"2,697","4,344",62.09%,43.62%
第7案,屏東縣,來義鄉,"2,655",554,"3,209",362,"3,571","6,257",57.07%,42.43%
第7案,屏東縣,春日鄉,767,215,982,56,"1,038","3,923",26.46%,19.55%
第7案,屏東縣,獅子鄉,"1,409",287,"1,696",129,"1,825","4,230",43.14%,33.31%
第7案,屏東縣,牡丹鄉,"1,348",280,"1,628",104,"1,732","4,314",40.15%,31.25%
第7案,宜蘭縣,宜蘭市,"32,624","8,812","41,436","3,035","44,471","79,167",56.17%,41.21%
第7案,宜蘭縣,羅東鎮,"24,091","6,724","30,815","2,259","33,074","57,686",57.33%,41.76%
第7案,宜蘭縣,蘇澳鎮,"13,719","3,778","17,497","1,713","19,210","34,512",55.66%,39.75%
第7案,宜蘭縣,頭城鎮,"9,800","2,648","12,448","1,309","13,757","25,135",54.73%,38.99%
第7案,宜蘭縣,礁溪鄉,"11,862","3,428","15,290","1,265","16,555","31,084",53.26%,38.16%
第7案,宜蘭縣,壯圍鄉,"8,549","2,410","10,959","1,263","12,222","21,447",56.99%,39.86%
第7案,宜蘭縣,員山鄉,"10,584","2,958","13,542","1,477","15,019","28,131",53.39%,37.62%
第7案,宜蘭縣,冬山鄉,"17,752","4,886","22,638","1,528","24,166","45,405",53.22%,39.1%
第7案,宜蘭縣,五結鄉,"13,493","3,720","17,213","1,321","18,534","34,892",53.12%,38.67%
第7案,宜蘭縣,三星鄉,"6,988","2,021","9,009",924,"9,933","19,051",52.14%,36.68%
第7案,宜蘭縣,大同鄉,"1,644",443,"2,087",240,"2,327","4,935",47.15%,33.31%
第7案,宜蘭縣,南澳鄉,"2,007",429,"2,436",203,"2,639","4,644",56.83%,43.22%
第7案,花蓮縣,花蓮市,"35,174","7,825","42,999","2,424","45,423","84,807",53.56%,41.48%
第7案,花蓮縣,鳳林鎮,"3,909",897,"4,806",493,"5,299","9,676",54.76%,40.4%
第7案,花蓮縣,玉里鎮,"6,862","1,752","8,614","1,061","9,675","20,650",46.85%,33.23%
第7案,花蓮縣,新城鄉,"6,963","1,575","8,538",621,"9,159","17,029",53.78%,40.89%
第7案,花蓮縣,吉安鄉,"29,187","6,603","35,790","2,064","37,854","72,116",52.49%,40.47%
第7案,花蓮縣,壽豐鄉,"6,262","1,724","7,986",746,"8,732","15,847",55.1%,39.52%
第7案,花蓮縣,光復鄉,"4,079","1,077","5,156",659,"5,815","11,417",50.93%,35.73%
第7案,花蓮縣,豐濱鄉,"1,236",386,"1,622",276,"1,898","4,395",43.19%,28.12%
第7案,花蓮縣,瑞穗鄉,"3,616",910,"4,526",493,"5,019","10,279",48.83%,35.18%
第7案,花蓮縣,富里鄉,"2,909",736,"3,645",470,"4,115","9,065",45.39%,32.09%
第7案,花蓮縣,秀林鄉,"4,415","1,109","5,524",477,"6,001","12,562",47.77%,35.15%
第7案,花蓮縣,萬榮鄉,"1,872",625,"2,497",331,"2,828","5,269",53.67%,35.53%
第7案,花蓮縣,卓溪鄉,"1,889",515,"2,404",276,"2,680","4,947",54.17%,38.18%
第7案,臺東縣,臺東市,"35,634","8,420","44,054","3,184","47,238","87,803",53.8%,40.58%
第7案,臺東縣,成功鎮,"4,157","1,106","5,263",802,"6,065","12,426",48.81%,33.45%
第7案,臺東縣,關山鎮,"2,816",631,"3,447",232,"3,679","7,509",48.99%,37.5%
第7案,臺東縣,卑南鄉,"5,493","1,478","6,971",819,"7,790","14,976",52.02%,36.68%
第7案,臺東縣,鹿野鄉,"2,114",674,"2,788",299,"3,087","6,936",44.51%,30.48%
第7案,臺東縣,池上鄉,"2,353",585,"2,938",311,"3,249","7,162",45.36%,32.85%
第7案,臺東縣,東河鄉,"2,149",636,"2,785",421,"3,206","7,635",41.99%,28.15%
第7案,臺東縣,長濱鄉,"1,686",496,"2,182",409,"2,591","6,484",39.96%,26%
第7案,臺東縣,太麻里鄉,"3,129",898,"4,027",521,"4,548","9,666",47.05%,32.37%
第7案,臺東縣,大武鄉,"1,658",485,"2,143",528,"2,671","5,266",50.72%,31.48%
第7案,臺東縣,綠島鄉,"1,183",276,"1,459",90,"1,549","3,579",43.28%,33.05%
第7案,臺東縣,海端鄉,"1,151",383,"1,534",197,"1,731","3,278",52.81%,35.11%
第7案,臺東縣,延平鄉,"1,008",311,"1,319",190,"1,509","2,930",51.5%,34.4%
第7案,臺東縣,金峰鄉,"1,090",318,"1,408",205,"1,613","3,028",53.27%,36%
第7案,臺東縣,達仁鄉,"1,240",337,"1,577",188,"1,765","3,137",56.26%,39.53%
第7案,臺東縣,蘭嶼鄉,"1,020",384,"1,404",113,"1,517","4,181",36.28%,24.4%
第7案,澎湖縣,馬公市,"19,408","4,608","24,016","1,799","25,815","53,655",48.11%,36.17%
第7案,澎湖縣,湖西鄉,"3,956",930,"4,886",459,"5,345","12,741",41.95%,31.05%
第7案,澎湖縣,白沙鄉,"2,535",688,"3,223",366,"3,589","8,625",41.61%,29.39%
第7案,澎湖縣,西嶼鄉,"1,641",409,"2,050",367,"2,417","7,382",32.74%,22.23%
第7案,澎湖縣,望安鄉,"1,256",302,"1,558",196,"1,754","4,628",37.9%,27.14%
第7案,澎湖縣,七美鄉,712,180,892,102,994,"3,374",29.46%,21.1%
第7案,金門縣,金城鎮,"10,725","1,824","12,549",634,"13,183","37,815",34.86%,28.36%
第7案,金門縣,金沙鎮,"5,261",868,"6,129",431,"6,560","18,560",35.34%,28.35%
第7案,金門縣,金湖鎮,"7,615","1,324","8,939",545,"9,484","25,915",36.6%,29.38%
第7案,金門縣,金寧鄉,"8,151","1,507","9,658",503,"10,161","28,162",36.08%,28.94%
第7案,金門縣,烈嶼鄉,"3,546",506,"4,052",212,"4,264","11,676",36.52%,30.37%
第7案,金門縣,烏坵鄉,138,16,154,11,165,567,29.1%,24.34%
第7案,連江縣,南竿鄉,"2,773",367,"3,140",133,"3,273","6,461",50.66%,42.92%
第7案,連江縣,北竿鄉,914,141,"1,055",47,"1,102","2,125",51.86%,43.01%
第7案,連江縣,莒光鄉,644,95,739,40,779,"1,481",52.6%,43.48%
第7案,連江縣,東引鄉,512,52,564,15,579,"1,138",50.88%,44.99%
第7案,基隆市,中正區,"15,640","4,183","19,823","1,380","21,203","45,545",46.55%,34.34%
第7案,基隆市,七堵區,"17,808","4,870","22,678","1,506","24,184","46,256",52.28%,38.5%
第7案,基隆市,暖暖區,"13,090","3,210","16,300",842,"17,142","33,225",51.59%,39.4%
第7案,基隆市,仁愛區,"14,062","3,933","17,995","1,508","19,503","36,738",53.09%,38.28%
第7案,基隆市,中山區,"15,400","4,324","19,724","1,228","20,952","41,856",50.06%,36.79%
第7案,基隆市,安樂區,"27,453","6,944","34,397","1,844","36,241","70,396",51.48%,39%
第7案,基隆市,信義區,"18,410","4,250","22,660","1,142","23,802","46,014",51.73%,40.01%
第7案,新竹市,東區,"69,070","19,030","88,100","4,123","92,223","163,757",56.32%,42.18%
第7案,新竹市,北區,"50,916","13,514","64,430","3,673","68,103","123,122",55.31%,41.35%
第7案,新竹市,香山區,"27,405","6,894","34,299","1,973","36,272","64,896",55.89%,42.23%
第7案,嘉義市,東區,"39,258","11,159","50,417","3,338","53,755","100,647",53.41%,39.01%
第7案,嘉義市,西區,"47,018","13,046","60,064","4,301","64,365","120,906",53.24%,38.89%
第8案,臺北市,松山區,"70,346","22,879","93,225","6,471","99,696","169,278",58.89%,41.56%
第8案,臺北市,信義區,"77,960","24,430","102,390","6,933","109,323","190,444",57.4%,40.94%
第8案,臺北市,大安區,"101,321","33,964","135,285","8,129","143,414","252,645",56.77%,40.1%
第8案,臺北市,中山區,"75,659","27,107","102,766","7,777","110,543","195,148",56.65%,38.77%
第8案,臺北市,中正區,"51,892","17,351","69,243","4,648","73,891","128,292",57.6%,40.45%
第8案,臺北市,大同區,"40,451","16,258","56,709","5,064","61,773","107,557",57.43%,37.61%
第8案,臺北市,萬華區,"61,941","21,093","83,034","7,357","90,391","164,020",55.11%,37.76%
第8案,臺北市,文山區,"98,167","28,002","126,169","8,977","135,146","227,211",59.48%,43.21%
第8案,臺北市,南港區,"41,696","13,143","54,839","3,544","58,383","101,907",57.29%,40.92%
第8案,臺北市,內湖區,"97,954","30,319","128,273","7,966","136,239","236,824",57.53%,41.36%
第8案,臺北市,士林區,"92,720","33,559","126,279","10,881","137,160","241,854",56.71%,38.34%
第8案,臺北市,北投區,"82,553","27,879","110,432","8,451","118,883","213,250",55.75%,38.71%
第8案,新北市,板橋區,"176,926","59,047","235,973","21,774","257,747","463,411",55.62%,38.18%
第8案,新北市,三重區,"122,219","42,907","165,126","18,008","183,134","329,846",55.52%,37.05%
第8案,新北市,中和區,"142,856","39,619","182,475","13,264","195,739","355,978",54.99%,40.13%
第8案,新北市,永和區,"80,629","22,072","102,701","7,080","109,781","187,798",58.46%,42.93%
第8案,新北市,新莊區,"134,468","44,611","179,079","15,707","194,786","344,981",56.46%,38.98%
第8案,新北市,新店區,"111,123","28,106","139,229","9,000","148,229","264,053",56.14%,42.08%
第8案,新北市,樹林區,"57,950","18,893","76,843","6,359","83,202","152,102",54.7%,38.1%
第8案,新北市,鶯歌區,"26,086","8,489","34,575","2,638","37,213","71,645",51.94%,36.41%
第8案,新北市,三峽區,"35,036","10,500","45,536","3,548","49,084","94,291",52.06%,37.16%
第8案,新北市,淡水區,"55,441","16,540","71,981","4,862","76,843","147,272",52.18%,37.65%
第8案,新北市,汐止區,"65,487","19,406","84,893","6,318","91,211","173,831",52.47%,37.67%
第8案,新北市,瑞芳區,"11,838","3,585","15,423","1,369","16,792","35,036",47.93%,33.79%
第8案,新北市,土城區,"76,760","24,004","100,764","8,642","109,406","200,783",54.49%,38.23%
第8案,新北市,蘆洲區,"60,780","20,753","81,533","7,713","89,246","167,457",53.29%,36.3%
第8案,新北市,五股區,"26,234","8,658","34,892","3,268","38,160","72,443",52.68%,36.21%
第8案,新北市,泰山區,"24,980","7,590","32,570","2,522","35,092","64,252",54.62%,38.88%
第8案,新北市,林口區,"34,725","10,463","45,188","2,983","48,171","86,203",55.88%,40.28%
第8案,新北市,深坑區,"7,992","2,416","10,408",793,"11,201","20,624",54.31%,38.75%
第8案,新北市,石碇區,"2,232",829,"3,061",329,"3,390","6,861",49.41%,32.53%
第8案,新北市,坪林區,"1,957",618,"2,575",356,"2,931","5,891",49.75%,33.22%
第8案,新北市,三芝區,"6,742","2,135","8,877",788,"9,665","20,119",48.04%,33.51%
第8案,新北市,石門區,"3,696","1,170","4,866",563,"5,429","10,528",51.57%,35.11%
第8案,新北市,八里區,"11,981","3,941","15,922","1,485","17,407","32,970",52.8%,36.34%
第8案,新北市,平溪區,"1,333",447,"1,780",245,"2,025","4,321",46.86%,30.85%
第8案,新北市,雙溪區,"2,599",814,"3,413",440,"3,853","7,999",48.17%,32.49%
第8案,新北市,貢寮區,"3,171","1,167","4,338",466,"4,804","11,279",42.59%,28.11%
第8案,新北市,金山區,"6,535","2,082","8,617",943,"9,560","18,978",50.37%,34.43%
第8案,新北市,萬里區,"6,579","2,039","8,618",914,"9,532","19,297",49.4%,34.09%
第8案,新北市,烏來區,"1,982",542,"2,524",183,"2,707","5,264",51.42%,37.65%
第8案,桃園市,桃園區,"130,494","39,403","169,897","10,996","180,893","359,790",50.28%,36.27%
第8案,桃園市,中壢區,"130,138","34,651","164,789","10,142","174,931","334,402",52.31%,38.92%
第8案,桃園市,大溪區,"28,638","8,815","37,453","3,444","40,897","78,285",52.24%,36.58%
第8案,桃園市,楊梅區,"51,985","13,752","65,737","3,973","69,710","137,917",50.54%,37.69%
第8案,桃園市,蘆竹區,"46,150","14,602","60,752","4,314","65,066","129,252",50.34%,35.71%
第8案,桃園市,大園區,"25,568","8,256","33,824","2,421","36,245","73,900",49.05%,34.6%
第8案,桃園市,龜山區,"45,663","14,542","60,205","3,969","64,174","131,702",48.73%,34.67%
第8案,桃園市,八德區,"59,933","17,095","77,028","5,780","82,808","165,065",50.17%,36.31%
第8案,桃園市,龍潭區,"40,185","10,399","50,584","3,133","53,717","101,574",52.88%,39.56%
第8案,桃園市,平鎮區,"71,904","18,993","90,897","5,495","96,392","183,560",52.51%,39.17%
第8案,桃園市,新屋區,"16,095","5,142","21,237","1,573","22,810","41,461",55.02%,38.82%
第8案,桃園市,觀音區,"19,477","5,998","25,475","1,935","27,410","55,149",49.7%,35.32%
第8案,桃園市,復興區,"3,560",968,"4,528",402,"4,930","9,766",50.48%,36.45%
第8案,臺中市,中區,"5,704","1,769","7,473",656,"8,129","14,696",55.31%,38.81%
第8案,臺中市,東區,"26,338","8,256","34,594","2,732","37,326","64,291",58.06%,40.97%
第8案,臺中市,南區,"45,430","13,472","58,902","4,366","63,268","103,643",61.04%,43.83%
第8案,臺中市,西區,"39,299","12,191","51,490","3,481","54,971","95,040",57.84%,41.35%
第8案,臺中市,北區,"50,598","14,519","65,117","4,179","69,296","124,621",55.61%,40.6%
第8案,臺中市,西屯區,"78,086","21,557","99,643","6,371","106,014","183,814",57.67%,42.48%
第8案,臺中市,南屯區,"59,274","16,840","76,114","5,177","81,291","135,448",60.02%,43.76%
第8案,臺中市,北屯區,"95,846","25,843","121,689","7,633","129,322","227,720",56.79%,42.09%
第8案,臺中市,豐原區,"58,195","17,585","75,780","6,078","81,858","136,658",59.9%,42.58%
第8案,臺中市,東勢區,"17,561","4,978","22,539","2,316","24,855","43,181",57.56%,40.67%
第8案,臺中市,大甲區,"25,384","7,620","33,004","3,018","36,022","63,069",57.12%,40.25%
第8案,臺中市,清水區,"29,604","8,760","38,364","3,373","41,737","71,528",58.35%,41.39%
第8案,臺中市,沙鹿區,"29,978","8,985","38,963","2,982","41,945","74,207",56.52%,40.4%
第8案,臺中市,梧棲區,"18,726","5,879","24,605","2,163","26,768","47,040",56.9%,39.81%
第8案,臺中市,后里區,"18,679","5,157","23,836","2,124","25,960","44,962",57.74%,41.54%
第8案,臺中市,神岡區,"22,607","6,854","29,461","2,490","31,951","54,565",58.56%,41.43%
第8案,臺中市,潭子區,"37,158","10,407","47,565","3,331","50,896","89,487",56.88%,41.52%
第8案,臺中市,大雅區,"32,177","8,781","40,958","2,890","43,848","77,189",56.81%,41.69%
第8案,臺中市,新社區,"7,705","2,101","9,806",956,"10,762","20,860",51.59%,36.94%
第8案,臺中市,石岡區,"5,359","1,555","6,914",695,"7,609","12,880",59.08%,41.61%
第8案,臺中市,外埔區,"11,290","3,099","14,389","1,294","15,683","27,059",57.96%,41.72%
第8案,臺中市,大安區,"6,763","1,921","8,684","1,010","9,694","16,520",58.68%,40.94%
第8案,臺中市,烏日區,"25,559","7,417","32,976","2,718","35,694","61,705",57.85%,41.42%
第8案,臺中市,大肚區,"19,777","5,502","25,279","2,139","27,418","47,457",57.77%,41.67%
第8案,臺中市,龍井區,"25,170","7,724","32,894","2,476","35,370","63,584",55.63%,39.59%
第8案,臺中市,霧峰區,"23,502","6,672","30,174","3,067","33,241","55,225",60.19%,42.56%
第8案,臺中市,太平區,"61,930","17,365","79,295","6,258","85,553","157,926",54.17%,39.21%
第8案,臺中市,大里區,"68,915","20,147","89,062","6,611","95,673","171,769",55.7%,40.12%
第8案,臺中市,和平區,"4,208","1,007","5,215",450,"5,665","9,498",59.64%,44.3%
第8案,臺南市,新營區,"22,398","6,951","29,349","2,136","31,485","64,949",48.48%,34.49%
第8案,臺南市,鹽水區,"6,743","2,449","9,192","1,001","10,193","22,121",46.08%,30.48%
第8案,臺南市,白河區,"6,685","2,443","9,128","1,081","10,209","24,894",41.01%,26.85%
第8案,臺南市,柳營區,"6,048","1,944","7,992","1,015","9,007","18,804",47.9%,32.16%
第8案,臺南市,後壁區,"5,961","2,055","8,016","1,231","9,247","20,841",44.37%,28.6%
第8案,臺南市,東山區,"4,312","1,513","5,825",904,"6,729","18,471",36.43%,23.34%
第8案,臺南市,麻豆區,"12,101","4,413","16,514","1,309","17,823","37,963",46.95%,31.88%
第8案,臺南市,下營區,"6,324","2,082","8,406","1,044","9,450","20,947",45.11%,30.19%
第8案,臺南市,六甲區,"5,861","2,209","8,070","1,018","9,088","19,144",47.47%,30.62%
第8案,臺南市,官田區,"5,689","2,207","7,896",843,"8,739","18,675",46.8%,30.46%
第8案,臺南市,大內區,"2,664",835,"3,499",517,"4,016","8,654",46.41%,30.78%
第8案,臺南市,佳里區,"17,798","5,733","23,531","2,249","25,780","50,407",51.14%,35.31%
第8案,臺南市,學甲區,"7,007","2,508","9,515",926,"10,441","22,567",46.27%,31.05%
第8案,臺南市,西港區,"6,716","2,122","8,838",739,"9,577","21,564",44.41%,31.14%
第8案,臺南市,七股區,"5,675","1,847","7,522",899,"8,421","19,950",42.21%,28.45%
第8案,臺南市,將軍區,"4,896","1,613","6,509",743,"7,252","17,754",40.85%,27.58%
第8案,臺南市,北門區,"2,613",829,"3,442",343,"3,785","9,925",38.14%,26.33%
第8案,臺南市,新化區,"13,258","4,349","17,607","2,058","19,665","37,296",52.73%,35.55%
第8案,臺南市,善化區,"13,391","4,901","18,292","1,754","20,046","39,950",50.18%,33.52%
第8案,臺南市,新市區,"10,793","3,857","14,650","1,357","16,007","30,386",52.68%,35.52%
第8案,臺南市,安定區,"9,082","3,227","12,309","1,359","13,668","26,104",52.36%,34.79%
第8案,臺南市,山上區,"1,824",635,"2,459",302,"2,761","6,511",42.41%,28.01%
第8案,臺南市,玉井區,"4,041","1,204","5,245",549,"5,794","12,357",46.89%,32.7%
第8案,臺南市,楠西區,"2,534",745,"3,279",380,"3,659","8,528",42.91%,29.71%
第8案,臺南市,南化區,"2,452",783,"3,235",377,"3,612","7,786",46.39%,31.49%
第8案,臺南市,左鎮區,"1,219",412,"1,631",280,"1,911","4,418",43.25%,27.59%
第8案,臺南市,仁德區,"23,085","7,505","30,590","2,993","33,583","64,632",51.96%,35.72%
第8案,臺南市,歸仁區,"20,119","7,113","27,232","2,388","29,620","57,387",51.61%,35.06%
第8案,臺南市,關廟區,"10,370","3,637","14,007","1,315","15,322","29,913",51.22%,34.67%
第8案,臺南市,龍崎區,"1,137",377,"1,514",184,"1,698","3,713",45.73%,30.62%
第8案,臺南市,永康區,"69,493","22,722","92,215","7,200","99,415","195,001",50.98%,35.64%
第8案,臺南市,東區,"56,699","19,840","76,539","5,810","82,349","153,359",53.7%,36.97%
第8案,臺南市,南區,"36,014","13,298","49,312","4,974","54,286","108,650",49.96%,33.15%
第8案,臺南市,北區,"39,802","14,099","53,901","4,263","58,164","110,906",52.44%,35.89%
第8案,臺南市,安南區,"54,864","19,800","74,664","7,489","82,153","159,654",51.46%,34.36%
第8案,臺南市,安平區,"19,061","6,603","25,664","1,803","27,467","55,379",49.6%,34.42%
第8案,臺南市,中西區,"23,255","9,332","32,587","3,058","35,645","65,261",54.62%,35.63%
第8案,高雄市,鹽埕區,"8,031","3,161","11,192",705,"11,897","21,617",55.04%,37.15%
第8案,高雄市,鼓山區,"47,801","14,884","62,685","4,110","66,795","114,979",58.09%,41.57%
第8案,高雄市,左營區,"70,034","20,435","90,469","5,819","96,288","161,367",59.67%,43.4%
第8案,高雄市,楠梓區,"63,689","19,693","83,382","7,497","90,879","153,132",59.35%,41.59%
第8案,高雄市,三民區,"116,063","39,799","155,862","11,491","167,353","289,519",57.8%,40.09%
第8案,高雄市,新興區,"17,858","6,745","24,603","1,859","26,462","44,355",59.66%,40.26%
第8案,高雄市,前金區,"9,714","3,464","13,178",953,"14,131","23,928",59.06%,40.6%
第8案,高雄市,苓雅區,"60,364","21,461","81,825","5,570","87,395","146,786",59.54%,41.12%
